date,id,price,bedrooms,bathrooms,m2_living,m2_lot,floors,waterfront,view,condition,grade,m2_above,m2_basement,yr_built,yr_renovated,zipcode,lat,long,m2_living15,m2_lot15,price_m2
2014-11-20,3814700200,329000.0,3,2.25,227.61235,603.8695,2.0,0,0,4,8,227.61235,0.0,1985,0,98030,47.3739,-122.172,204.3866,637.779095,1445.4400211587817
2014-11-03,1202000200,233000.0,3,2.0,158.86413,436.365391,1.5,0,0,5,6,158.86413,0.0,1941,0,98002,47.3048,-122.218,95.69009,437.108615,1466.6621093131598
2014-06-26,1794500383,937000.0,3,1.75,227.61235,250.001973,2.0,0,0,3,8,162.58025,65.0321,1915,0,98119,47.6386,-122.36,163.50928,331.942419,4116.648327737928
2014-12-01,3303700376,667000.0,3,1.0,130.0642,146.879643,1.5,0,0,5,8,130.0642,0.0,1909,0,98112,47.6221,-122.314,172.79958,358.698483,5128.236670813337
2014-06-24,5101402488,438000.0,3,1.75,141.21256,592.72114,1.0,0,0,3,7,73.39337,67.81919,1948,0,98115,47.695,-122.304,141.21256,579.250205,3101.707100274933
2015-03-02,1873100390,719000.0,4,2.5,238.76071,666.393219,2.0,0,0,3,8,238.76071,0.0,2005,0,98052,47.7073,-122.11,244.33489,559.833478,3011.383238054536
2014-11-10,8562750320,580500.0,3,2.5,215.53496,369.75394,2.0,0,0,3,8,215.53496,0.0,2003,0,98027,47.5391,-122.07,239.68974,369.75394,2693.298572073876
2014-12-01,2426039314,280000.0,2,1.5,110.55457,117.522295,3.0,0,0,3,7,110.55457,0.0,2005,0,98133,47.7274,-122.357,129.13517,163.137668,2532.6858943958628
2014-06-24,461000390,687500.0,4,1.75,216.46399,464.515,1.5,0,0,4,7,140.28353,76.18046,1929,0,98117,47.6823,-122.368,135.63838,464.515,3176.047896003395
2014-11-10,7589200193,535000.0,3,1.0,101.26427,278.709,1.5,0,0,4,8,101.26427,0.0,1929,0,98117,47.6889,-122.375,145.85771,471.94724,5283.2060113601765
2014-12-03,7955080270,322500.0,4,2.75,191.38018,618.641077,1.0,0,0,3,7,118.91584,72.46433999999999,1981,0,98058,47.4276,-122.157,187.66406,810.11416,1685.1274776729754
2014-06-13,9547205180,696000.0,3,2.5,213.6769,284.28318,1.5,0,0,3,8,140.28353,73.39337,1930,2002,98115,47.6827,-122.31,147.71577,303.235392,3257.254293749114
2014-05-28,9435300030,550000.0,4,1.0,154.21898,3237.483744,1.0,0,0,1,5,86.39979,67.81919,1933,0,98052,47.6621,-122.132,200.67048,1065.318701,3566.357396476102
2014-12-30,2768000400,640000.0,4,2.0,219.25108,557.418,2.0,0,0,4,8,219.25108,0.0,1904,0,98107,47.6702,-122.362,160.72219,436.6441,2919.0278104901467
2015-02-13,7895500070,240000.0,4,1.0,113.34166,750.191725,1.0,0,0,2,7,82.68367,30.657989999999998,1969,0,98001,47.3341,-122.282,119.84487,724.6434,2117.491485478508
2014-06-20,2078500320,605000.0,4,2.5,243.40586,701.696359,2.0,0,0,3,8,243.40586,0.0,1996,0,98056,47.5301,-122.18,243.40586,1104.059252,2485.5605366280006
2014-07-15,5547700270,625000.0,4,2.5,238.76071,512.82456,2.0,0,0,3,9,238.76071,0.0,2000,0,98074,47.6145,-122.027,229.47041,526.667107,2617.683621396502
2014-08-11,7766200013,775000.0,4,2.25,392.05066,2246.951958,1.0,0,0,3,8,241.5478,150.50286,1984,0,98166,47.445,-122.347,223.89623,2844.411151,1976.7853470773396
2014-07-07,7203220400,861990.0,5,2.75,333.986285,523.880017,2.0,0,0,3,9,333.986285,0.0,2014,0,98053,47.6848,-122.016,336.773375,523.880017,2580.914362995474
2014-10-28,9270200160,685000.0,3,1.0,145.85771,211.81884,2.0,0,0,3,7,145.85771,0.0,1922,0,98119,47.6413,-122.364,146.78674,245.26391999999998,4696.35784080252
2014-07-29,1432701230,309000.0,3,1.0,118.91584,897.071368,1.0,0,0,4,6,85.47076,33.44508,1959,0,98058,47.4485,-122.175,124.49002,818.289624,2598.476367824505
2014-07-18,8035350320,488000.0,3,2.5,293.57348,1263.759509,2.0,0,0,3,8,293.57348,0.0,2003,0,98019,47.7443,-121.977,283.35415,857.680496,1662.2754889167782
2015-03-25,8945200830,210490.0,3,1.0,91.97397,792.276784,1.0,0,0,3,6,91.97397,0.0,1966,0,98023,47.3066,-122.371,114.084884,821.26252,2288.5823021448355
2014-07-16,4178300310,785000.0,4,2.5,212.74787,1246.386648,2.0,0,0,4,9,212.74787,0.0,1981,0,98007,47.6194,-122.151,248.98004,1271.377555,3689.813674750304
2015-04-28,9215400105,450000.0,3,1.75,116.12875,553.980589,1.0,0,0,4,7,116.12875,0.0,1953,0,98115,47.6796,-122.301,90.11591,473.8053,3875.00941842567
2015-03-11,822039084,1350000.0,3,2.5,255.761959,6039.159515,1.0,1,2,5,9,201.134995,54.626964,1953,0,98070,47.4041,-122.451,248.98004,6736.675239,5278.345557245282
2014-09-16,5245600105,228000.0,3,1.0,110.55457,854.614697,1.0,0,0,3,7,110.55457,0.0,1955,0,98148,47.4258,-122.322,110.55457,869.9436919999999,2062.329942579488
2015-02-17,7231300125,345000.0,5,2.5,292.64445,848.576002,1.0,0,0,4,8,152.36092,140.28353,1966,0,98056,47.4934,-122.189,184.87697,848.483099,1178.9049817961693
2014-12-31,7518505990,600000.0,3,1.75,130.99323,379.04424,1.0,0,0,4,7,92.903,38.09023,1950,0,98117,47.6808,-122.384,130.99323,379.04424,4580.389383481879
2015-02-05,3626039271,585000.0,2,1.75,183.94794,794.32065,1.0,0,0,3,7,91.97397,91.97397,1981,0,98117,47.6989,-122.369,137.49644,625.980414,3180.2476287584414
2015-03-03,4217401195,920000.0,5,2.25,253.62519,557.418,1.5,0,0,3,8,197.88339,55.7418,1927,0,98105,47.6571,-122.281,253.62519,557.418,3627.3999439882136
2014-05-12,9822700295,885000.0,4,2.5,262.91549,464.515,2.0,0,0,3,9,262.91549,0.0,1995,0,98105,47.6597,-122.29,181.16085,464.515,3366.1006432142894
2014-08-19,9478500640,292500.0,4,2.5,209.03175,417.59898499999997,2.0,0,0,3,7,209.03175,0.0,2008,0,98042,47.3663,-122.114,209.03175,418.0635,1399.3089566537142
2015-04-07,2799800710,301000.0,3,2.5,224.82526,441.28925,2.0,0,0,3,8,224.82526,0.0,2003,0,98042,47.3663,-122.122,249.90906999999999,441.28925,1338.8175332255817
2014-08-27,7922800400,951000.0,5,3.25,301.93475,1332.414826,2.0,0,4,4,8,301.93475,0.0,1968,0,98008,47.588,-122.116,274.99288,1026.020732,3149.68714266907
2015-02-23,8079040320,430000.0,4,3.0,171.87055,926.800328,2.0,0,0,3,8,171.87055,0.0,1991,0,98059,47.5059,-122.149,210.88981,793.577426,2501.8829578423993
2014-12-10,1516000055,650000.0,3,2.25,199.74145,1972.795205,1.0,0,3,4,8,147.71577,52.02568,1959,0,98166,47.4336,-122.339,238.76071,1755.8667,3254.2068759388703
2014-08-28,9558200045,289000.0,3,1.75,117.05778,780.3851999999999,1.0,0,0,3,7,117.05778,0.0,1954,0,98148,47.4366,-122.335,119.84487,812.90125,2468.866229993427
2014-10-21,5072410070,505000.0,3,1.75,234.022657,807.32707,2.0,0,0,5,8,234.022657,0.0,1973,0,98166,47.4428,-122.344,232.2575,882.5785,2157.910718875395
2014-12-07,9528102996,549000.0,3,1.75,143.07062,96.990732,3.0,0,0,3,8,143.07062,0.0,2014,0,98115,47.6765,-122.32,146.78674,287.07027,3837.2658201942513
2014-06-03,1189001180,425000.0,3,2.25,154.21898,557.418,1.0,0,0,3,7,103.12233,51.09665,1979,0,98122,47.6113,-122.297,133.78032,379.04424,2755.821624549715
2014-11-20,3253500160,317625.0,3,2.75,257.34131,353.867527,1.5,0,0,5,7,164.43831,92.903,1925,0,98144,47.5747,-122.304,133.78032,371.612,1234.2557827190667
2014-09-09,3394100030,975000.0,4,2.5,252.69616,1026.485247,2.0,0,0,3,10,252.69616,0.0,1989,0,98004,47.5815,-122.192,255.48325,1026.485247,3858.388667243697
2014-10-09,3717000160,287000.0,4,2.5,208.10272,431.813144,2.0,0,0,3,7,208.10272,0.0,2005,0,98001,47.3378,-122.257,206.337563,423.358971,1379.126615932747
2014-08-25,1274500060,204000.0,3,1.0,92.903,1121.33921,1.0,0,0,4,7,92.903,0.0,1968,0,98042,47.3621,-122.11,93.83203,1173.829405,2195.838670441213
2014-06-12,1802000060,1325000.0,5,2.25,297.2896,1872.738674,1.0,0,0,3,8,148.6448,148.6448,1965,0,98004,47.6303,-122.215,314.94117,1872.738674,4456.933575880219
2014-09-12,1525059190,1040000.0,5,3.25,443.14731,4653.882882,1.0,0,0,4,11,285.21220999999997,157.9351,1973,0,98005,47.6525,-122.16,327.94759,3615.506051,2346.8494031928117
2015-01-05,1049000060,325000.0,3,2.0,117.05778,521.371636,1.0,0,0,4,7,117.05778,0.0,1972,0,98034,47.7362,-122.179,152.36092,440.824735,2776.406660027211
2014-06-10,8820901275,571000.0,4,2.0,255.48325,725.293721,1.5,0,0,5,7,209.03175,46.4515,1916,0,98125,47.7168,-122.287,140.28353,725.293721,2234.98017971824
2014-07-10,5416510140,360000.0,4,2.5,221.10914,464.515,2.0,0,0,3,8,221.10914,0.0,2005,0,98038,47.3608,-122.036,224.82526,464.515,1628.1552178259117
2015-03-16,3444100400,349000.0,3,1.75,166.29637,4694.295687,1.0,0,0,5,7,101.26427,65.0321,1965,0,98042,47.3511,-122.073,180.23182,4694.295687,2098.6627669623817
2014-11-05,3276920270,832500.0,4,4.0,318.65729,3261.081106,2.0,0,0,4,10,222.03817,96.61912,1986,0,98075,47.5822,-121.987,301.00572,3253.46306,2612.5245714604553
2014-10-13,4036801170,380000.0,4,1.75,163.50928,678.1919,1.0,0,0,3,7,81.75464,81.75464,1956,0,98008,47.6034,-122.125,156.07704,696.7725,2324.0271133234764
2015-04-20,2391600320,480000.0,3,1.0,96.61912,470.08918,1.0,0,0,3,7,96.61912,0.0,1941,0,98116,47.5636,-122.394,82.68367,470.08918,4967.960792853423
2014-06-09,6300000287,410000.0,3,1.0,130.99323,470.08918,1.0,0,0,4,7,84.54173,46.4515,1956,0,98133,47.7073,-122.34,104.98039,528.896779,3129.932745379284
2015-03-23,1531000030,720000.0,4,2.5,320.51535,3686.669749,2.0,0,0,3,10,320.51535,0.0,2002,0,98010,47.342,-122.025,311.22505,3692.89425,2246.382271551113
2014-12-02,5104520400,390000.0,3,2.5,218.32205,473.8053,2.0,0,0,3,8,218.32205,0.0,2003,0,98038,47.3512,-122.008,218.32205,498.238789,1786.351859557933
2014-12-22,7437100340,360000.0,4,2.5,176.5157,547.105767,2.0,0,0,3,7,176.5157,0.0,1992,0,98038,47.349,-122.031,173.72861,595.043715,2039.4786412766682
2014-10-28,9418400240,355000.0,2,1.0,187.66406,624.30816,1.0,0,0,3,7,93.83203,93.83203,1948,0,98118,47.5474,-122.291,159.79316,624.30816,1891.6781401830483
2015-01-28,1523059105,356000.0,3,1.5,156.07704,809.370936,1.0,0,0,3,8,156.07704,0.0,1964,0,98059,47.4811,-122.149,171.87055,817.267691,2280.924856083893
2014-06-02,1133000671,315000.0,3,1.0,89.18688,616.318502,1.0,0,0,3,6,89.18688,0.0,1952,0,98125,47.7264,-122.31,145.85771,669.180309,3531.9096261692303
2014-11-14,4232902595,940000.0,3,1.5,198.81242,334.4508,2.0,0,0,3,9,176.5157,22.29672,1925,0,98119,47.6337,-122.365,187.66406,445.9344,4728.074835566108
2014-11-03,2599001200,305000.0,5,2.25,247.12198,780.3851999999999,1.5,0,0,5,7,247.12198,0.0,1961,0,98092,47.2909,-122.189,147.71577,758.552995,1234.208304740841
2014-06-18,3342103156,461000.0,3,3.25,257.34131,583.245034,2.0,0,0,3,9,183.94794,73.39337,2006,0,98056,47.5228,-122.199,176.5157,682.744147,1791.3952485902864
2014-05-19,1332700270,215000.0,2,2.25,149.57383,189.52212,2.0,0,0,4,7,149.57383,0.0,1979,0,98056,47.518,-122.194,181.16085,188.128575,1437.4172273318134
2014-09-04,3869900162,335000.0,2,1.75,95.69009,99.034598,2.0,0,0,3,7,71.070795,24.619295,2006,0,98136,47.5394,-122.387,95.69009,102.750718,3500.8849923748635
2014-05-22,2791500270,243500.0,4,2.5,183.94794,687.760909,2.0,0,0,3,7,183.94794,0.0,1988,0,98023,47.2897,-122.372,183.94794,697.70153,1323.7440984661205
2015-03-11,5036300431,1099880.0,5,2.75,327.01856,590.212759,2.0,0,0,4,10,327.01856,0.0,2001,0,98199,47.6506,-122.391,234.11556,580.64375,3363.356501845033
2015-02-26,4168000060,153000.0,3,1.0,111.4836,975.4815,1.0,0,0,3,7,111.4836,0.0,1962,0,98023,47.322,-122.351,125.41905,975.4815,1372.399169025758
2014-07-25,6021501535,430000.0,3,1.5,146.78674,464.515,1.0,0,0,3,8,119.84487,26.94187,1939,0,98117,47.687,-122.386,145.85771,418.0635,2929.4199189926826
2014-12-23,6021501535,700000.0,3,1.5,146.78674,464.515,1.0,0,0,3,8,119.84487,26.94187,1939,0,98117,47.687,-122.386,145.85771,418.0635,4768.823123941576
2014-09-08,1483300570,905000.0,4,2.5,306.5799,952.25575,1.0,0,0,3,7,222.03817,84.54173,1946,1991,98040,47.5873,-122.249,181.16085,561.598635,2951.9221579757836
2015-03-30,3422049190,247500.0,3,1.75,182.08988,1456.811943,1.0,0,0,3,7,182.08988,0.0,1967,0,98032,47.3576,-122.277,162.58025,1450.773248,1359.218864881453
2014-09-12,1099611230,199000.0,4,1.5,107.76748,594.5792,1.0,0,0,4,7,107.76748,0.0,1975,0,98023,47.3036,-122.378,107.76748,594.5792,1846.5681855045696
2014-07-11,722079104,314000.0,3,1.75,168.15443,3883.3454,1.0,0,0,5,7,112.41263,55.7418,1980,0,98038,47.4109,-121.958,153.28995,12545.249508,1867.331119376397
2014-05-16,7338200240,437500.0,3,2.5,215.53496,3423.196841,2.0,0,2,3,9,215.53496,0.0,1992,0,98045,47.4838,-121.714,236.90265,3257.643695,2029.8331184880633
2014-06-11,1952200240,850830.0,3,2.5,192.30921,1230.128623,1.5,0,0,5,9,117.98681,74.3224,1910,0,98102,47.6415,-122.315,204.3866,418.0635,4424.281083573688
2014-10-27,5200100125,555000.0,3,2.0,183.94794,323.116634,1.5,0,0,4,7,133.78032,50.16762,1929,0,98117,47.6775,-122.372,149.57383,323.116634,3017.158006770829
2014-12-12,7214720075,699950.0,3,2.25,203.45757,9995.712479,2.0,0,0,4,8,203.45757,0.0,1983,0,98077,47.7731,-122.08,238.76071,4438.626631,3440.275041130197
2014-10-07,2450000295,1088000.0,3,2.5,271.27676,753.722039,2.0,0,0,3,8,271.27676,0.0,1950,2010,98004,47.5814,-122.196,220.18010999999998,753.722039,4010.6642382487903
2014-09-24,6197800045,290000.0,3,1.0,112.41263,3151.176857,1.0,0,0,3,7,112.41263,0.0,1954,0,98058,47.4375,-122.184,152.36092,1385.18373,2579.7812932585957
2015-04-02,1328310370,375000.0,3,2.5,217.39302,929.494515,1.0,0,0,4,8,135.63838,81.75464,1978,0,98058,47.4431,-122.133,209.03175,758.274286,1724.9863864074384
2014-05-23,546000875,460000.0,3,1.0,155.14801,372.076515,1.5,0,0,4,7,108.69651,46.4515,1939,0,98117,47.6878,-122.38,115.19972,372.076515,2964.9107326610247
2014-07-23,3530510041,188500.0,2,1.75,115.19972,231.607179,1.0,0,0,4,8,115.19972,0.0,1985,0,98198,47.3813,-122.322,117.98681,461.356298,1636.2886993128109
2015-03-05,1853000400,680000.0,4,2.5,291.71542,2604.721411,2.0,0,0,4,10,291.71542,0.0,1991,0,98077,47.7304,-122.082,277.77997,3251.6979029999998,2331.038928281542
2014-08-27,3134100116,470000.0,5,1.75,188.59309,1146.608826,2.0,0,0,4,7,188.59309,0.0,1942,0,98052,47.6417,-122.109,232.2575,876.353999,2492.1379675151406
2014-07-25,9545230140,597750.0,4,2.5,214.60593,894.098472,2.0,0,0,3,8,214.60593,0.0,1984,0,98027,47.5386,-122.053,180.23182,895.213308,2785.3377583741512
2015-03-04,3362400511,570000.0,3,1.75,117.05778,309.181184,1.0,0,0,5,6,65.0321,52.02568,1905,0,98103,47.6823,-122.349,128.20614,328.505008,4869.39014220157
2014-09-16,2525310310,272500.0,3,1.75,143.07062,1170.5778,1.0,0,0,4,7,107.76748,35.30314,1980,0,98038,47.3624,-122.031,143.07062,1082.877368,1904.6537996410445
2014-11-24,6126500060,329950.0,3,1.75,193.23824,554.538007,1.0,0,2,3,7,100.33524,92.903,1971,0,98108,47.5474,-122.295,194.16727,510.9665,1707.477774585403
2014-10-28,8961960160,480000.0,4,2.5,300.07669,1502.334413,2.0,0,3,3,9,234.11556,65.96113,2001,0,98001,47.3183,-122.253,245.26391999999998,791.254851,1599.591091197387
2014-11-21,3626039325,740500.0,3,3.5,406.91514,589.93405,2.0,0,0,3,8,258.27034,148.6448,1900,1999,98117,47.6981,-122.368,170.01248999999999,589.93405,1819.7897478083514
2014-06-26,3362400431,518500.0,3,3.5,147.71577,102.379106,3.0,0,0,3,8,147.71577,0.0,2010,0,98103,47.6824,-122.347,150.50286,294.130898,3510.1194679484797
2014-06-23,4060000240,205425.0,2,1.0,81.75464,629.88234,1.0,0,0,4,6,81.75464,0.0,1945,0,98178,47.5009,-122.248,110.55457,629.88234,2512.7014197603953
2015-01-08,3454800060,171800.0,4,2.0,145.85771,891.8688,1.0,0,0,3,6,145.85771,0.0,1950,0,98168,47.4965,-122.303,174.65764,836.127,1177.8602584669675
2015-05-11,1695900060,535000.0,4,1.0,149.57383,277.036746,1.5,0,0,4,7,149.57383,0.0,1925,0,98144,47.587,-122.294,149.57383,375.32812,3576.82891452335
2015-01-02,7278700070,660000.0,3,2.5,222.9672,601.454022,1.0,0,2,3,8,144.92867999999999,78.03852,1964,0,98177,47.7728,-122.386,217.39302,1008.554968,2960.0766390751646
2014-11-19,6675500070,391500.0,3,2.0,134.70935,848.390196,1.0,0,0,3,7,134.70935,0.0,1987,0,98034,47.7288,-122.226,146.78674,845.788912,2906.2570638192524
2015-04-06,3626039187,395000.0,2,1.0,71.53531,557.418,1.0,0,0,3,6,71.53531,0.0,1953,0,98117,47.6999,-122.364,158.86413,557.418,5521.748630152019
2014-11-04,3524049083,445000.0,4,1.75,195.09629999999999,408.7732,1.5,0,0,5,7,159.79316,35.30314,1924,0,98118,47.5299,-122.266,171.87055,408.7732,2280.9248560838932
2014-06-18,3275860240,770000.0,3,2.25,270.34773,947.982212,2.0,0,0,3,9,270.34773,0.0,1990,0,98052,47.6897,-122.098,250.8381,1299.898776,2848.183707701189
2015-03-02,4389200955,1450000.0,4,2.75,255.48325,1652.651467,1.5,0,0,3,8,183.94794,71.53531,1914,1992,98004,47.6141,-122.212,284.28318,1047.481325,5675.51884516891
2014-07-17,4058801670,445000.0,3,2.25,195.09629999999999,761.897503,1.0,0,2,3,8,150.50286,44.59344,1967,0,98178,47.5091,-122.244,247.12198,809.370936,2280.9248560838932
2014-07-17,8732020310,260000.0,4,2.25,200.67048,818.5683329999999,1.0,0,0,3,8,126.34808,74.3224,1978,0,98023,47.3129,-122.39,194.16727,780.3851999999999,1295.6564413460317
2014-06-13,2331300505,822500.0,5,3.5,215.53496,460.79888,2.0,0,0,5,7,159.79316,55.7418,1926,0,98103,47.6763,-122.352,157.9351,460.79888,3816.086262757559
2015-04-06,7853210060,430000.0,4,2.5,192.30921,400.41193,2.0,0,0,3,7,192.30921,0.0,2004,0,98065,47.5319,-121.85,183.01891,348.200444,2235.982353627265
2015-01-05,3668000070,212000.0,3,1.75,98.47718,731.611125,1.0,0,0,4,7,98.47718,0.0,1986,0,98092,47.2761,-122.152,131.92226,713.49504,2152.7830102364833
2015-04-28,9545240070,660500.0,4,2.25,186.73503,892.147509,1.0,0,0,3,8,133.78032,52.95471,1986,0,98027,47.5343,-122.054,191.38018,909.799079,3537.097458361187
2014-06-12,1243100136,784000.0,3,3.5,366.96685,10319.479434,1.5,0,0,3,9,228.54138,138.42547,1989,0,98052,47.697,-122.072,230.39944,8221.9155,2136.4327595258264
2014-05-12,8929000270,453246.0,3,2.5,186.73503,212.46916099999999,2.0,0,0,3,8,129.13517,57.59986,2014,0,98029,47.5517,-121.998,157.00607,154.404786,2427.2146474070773
2015-01-26,2767602356,675000.0,4,3.5,198.81242,211.633034,3.0,0,0,3,9,198.81242,0.0,2005,0,98107,47.6734,-122.38,143.07062,212.283355,3395.1601212841733
2014-08-13,921049315,199000.0,3,1.75,122.63195999999999,1615.5831699999999,1.0,0,0,4,7,122.63195999999999,0.0,1956,0,98003,47.3257,-122.296,143.99965,1789.776295,1622.7417387767432
2014-08-05,3655000070,220000.0,4,1.75,187.66406,728.35952,1.0,0,0,3,7,93.83203,93.83203,1968,0,98003,47.3309,-122.299,162.58025,756.23042,1172.3075798317482
2014-05-29,4027700812,452000.0,4,2.25,240.61877,929.215806,1.0,0,0,4,8,124.49002,116.12875,1968,0,98028,47.7689,-122.266,143.99965,969.535708,1878.490194260406
2014-07-07,3992700335,382500.0,2,1.0,110.55457,412.48932,1.0,0,0,3,6,110.55457,0.0,1981,0,98125,47.7135,-122.287,98.47718,530.940645,3459.8298378800623
2014-05-07,2767603505,519950.0,3,2.25,108.69651,116.035847,3.0,0,0,3,8,108.69651,0.0,2014,0,98107,47.6722,-122.381,125.41905,121.70293,4783.502248600254
2014-06-27,4232901525,665000.0,2,1.0,103.12233,297.2896,1.0,0,0,3,7,103.12233,0.0,1925,0,98119,47.6338,-122.358,108.69651,334.4508,6448.6518099426185
2014-07-08,1777500060,527700.0,5,2.5,261.98646,870.965625,1.0,0,0,4,8,143.99965,117.98681,1968,0,98006,47.5707,-122.128,261.98646,870.965625,2014.226231386156
2015-05-08,1432900240,205000.0,3,1.0,149.57383,797.0148369999999,1.0,0,0,4,7,93.83203,55.7418,1962,0,98058,47.4563,-122.171,149.57383,797.0148369999999,1370.560612107078
2015-04-15,6140100875,420000.0,3,1.0,98.47718,752.235591,1.0,0,0,4,7,87.32882,11.14836,1923,0,98133,47.7144,-122.351,144.92867999999999,737.64982,4264.947473110014
2015-02-27,6071600370,500000.0,4,2.25,188.59309,791.254851,1.0,0,0,4,8,128.20614,60.38695,1961,0,98006,47.5495,-122.174,207.17369,819.776072,2651.2106037395115
2014-12-03,1526069017,921500.0,4,2.5,340.95401,29299.190722,2.0,0,0,4,9,340.95401,0.0,1994,0,98077,47.7421,-122.026,263.84452,8174.627873,2702.710550317329
2014-06-25,809001525,890000.0,4,1.0,236.90265,371.612,2.0,0,0,3,8,220.18010999999998,16.72254,1905,0,98109,47.6354,-122.353,204.3866,371.612,3756.8174100205297
2014-08-06,3224079105,430000.0,2,2.5,224.82526,5665.596552,2.0,0,0,3,7,224.82526,0.0,2007,0,98027,47.5262,-121.943,180.23182,18008.503326,1912.596476036545
2014-10-30,8075400570,258000.0,5,2.0,209.96078,1161.2875,1.0,0,0,4,8,104.98039,104.98039,1960,0,98032,47.3887,-122.286,126.34808,1672.254,1228.800921772152
2014-11-04,1994200024,511000.0,3,1.0,132.85129,320.979865,1.0,0,0,3,7,91.04494,41.80635,1947,0,98103,47.6873,-122.336,134.70935,427.260897,3846.40600780015
